subcode	gender m f	picOrder	picCode jpg	expTrials	picCateg valFatSugFruVeg	picCateg code	valence	arousal	dominance	craving
s021bm201100130800	f	4	8496.jpg	25	pleas	1	9	9	5	1
s021bm201100130800	f	4	veg_0002.JPG	26	veg	7	5	3	5	1
s021bm201100130800	f	4	9250.jpg	27	unpl	3	1	1	5	1
s021bm201100130800	f	4	fat_0721.JPG	28	fat	4	5	5	5	3
s021bm201100130800	f	4	2071.jpg	29	pleas	1	9	9	5	7
s021bm201100130800	f	4	fru_1902.JPG	30	fru	6	9	9	5	7
s021bm201100130800	f	4	2800.jpg	31	unpl	3	1	1	1	1
s021bm201100130800	f	4	2579.jpg	32	neu	2	5	3	5	3
s021bm201100130800	f	4	sug_0014.JPG	33	sug	5	7	7	5	5
s021bm201100130800	f	4	2075.jpg	34	pleas	1	9	5	7	5
s021bm201100130800	f	4	9254.jpg	35	unpl	3	1	1	1	1
s021bm201100130800	f	4	5621.jpg	36	pleas	1	9	9	5	5
s021bm201100130800	f	4	veg_0198.JPG	37	veg	7	4	5	5	3
s021bm201100130800	f	4	2900.jpg	38	unpl	3	1	1	5	1
s021bm201100130800	f	4	2570.jpg	39	neu	2	5	5	5	1
s021bm201100130800	f	4	fru_0683.JPG	40	fru	6	8	5	7	9
s021bm201100130800	f	4	2390.jpg	41	neu	2	5	3	5	1
s021bm201100130800	f	4	fat_0107.JPG	42	fat	4	9	5	5	9
s021bm201100130800	f	4	8370.jpg	43	pleas	1	9	5	7	1
s021bm201100130800	f	4	2411.jpg	44	neu	2	5	3	7	1
s021bm201100130800	f	4	fru_5595.JPG	45	fru	6	9	3	5	9
s021bm201100130800	f	4	9421.jpg	46	unpl	3	9	5	7	7
s021bm201100130800	f	4	fru_5782.JPG	47	fru	6	9	7	5	3
s021bm201100130800	f	4	9530.jpg	48	unpl	3	1	3	5	1
s021bm201100130800	f	4	2580.jpg	49	neu	2	5	5	5	1
s021bm201100130800	f	4	veg_0125.JPG	50	veg	7	5	3	5	3
s021bm201100130800	f	4	8499.jpg	51	pleas	1	5	5	5	1
s021bm201100130800	f	4	9423.jpg	52	unpl	3	1	5	5	1
s021bm201100130800	f	4	fru_0593.JPG	53	fru	6	9	5	7	9
s021bm201100130800	f	4	9520.jpg	54	unpl	3	1	1	5	1
s021bm201100130800	f	4	sug_0116.JPG	55	sug	5	9	5	5	7
s021bm201100130800	f	4	2045.jpg	56	pleas	1	9	7	5	7
s021bm201100130800	f	4	fat_5557.JPG	57	fat	4	9	7	5	9
s021bm201100130800	f	4	2745.1.jpg	58	neu	2	7	7	9	9
s021bm201100130800	f	4	fat_0012.JPG	59	fat	4	7	5	5	5
s021bm201100130800	f	4	2347.jpg	60	pleas	1	9	9	7	5
s021bm221000070201	f	4	2038.jpg	1	neu	2	5	1	9	1
s021bm221000070201	f	4	sug_0150.JPG	2	sug	5	9	1	9	9
s021bm221000070201	f	4	2036.jpg	3	neu	2	5	1	9	1
s021bm221000070201	f	4	1710.jpg	4	pleas	1	9	1	9	1
s021bm221000070201	f	4	sug_0099.jpg	5	sug	5	7	1	9	7
s021bm221000070201	f	4	8490.jpg	6	pleas	1	9	5	7	1
s021bm221000070201	f	4	veg_0148.jpg	7	veg	7	5	1	9	3
s021bm221000070201	f	4	2683.jpg	8	unpl	3	1	7	3	1
s021bm221000070201	f	4	2273.jpg	9	neu	2	5	1	7	1
s021bm221000070201	f	4	fat_0118.JPG	10	fat	4	5	1	9	9
s021bm221000070201	f	4	2095.jpg	11	unpl	3	1	1	3	1
s021bm221000070201	f	4	fat_0038.JPG	12	fat	4	5	1	9	9
s021bm221000070201	f	4	8185.jpg	13	pleas	1	5	9	9	1
s021bm221000070201	f	4	veg_0118.JPG	14	veg	7	5	1	9	7
s021bm221000070201	f	4	2393.jpg	15	neu	2	5	1	9	1
s021bm221000070201	f	4	sug_0166.JPG	16	sug	5	5	1	9	9
s021bm221000070201	f	4	2308.jpg	17	neu	2	5	1	9	1
s021bm221000070201	f	4	1722.jpg	18	pleas	1	9	1	9	1
s021bm221000070201	f	4	2703.jpg	19	unpl	3	1	1	1	1
s021bm221000070201	f	4	sug_4009.JPG	20	sug	5	5	1	9	9
s021bm221000070201	f	4	9163.jpg	21	unpl	3	1	1	1	1
s021bm221000070201	f	4	fru_5515.JPG	22	fru	6				
s021bm221000070201	f	4	2382.jpg	23	neu	2	5	1	9	1
s021bm221000070201	f	4	veg_0109.JPG	24	veg	7	5	1	9	1
s021bm221000070201	f	4	8496.jpg	25	pleas	1	5	9	9	1
s021bm221000070201	f	4	veg_0002.JPG	26	veg	7	5	1	9	1
s021bm221000070201	f	4	9250.jpg	27	unpl	3	5	1	9	1
s021bm221000070201	f	4	fat_0721.JPG	28	fat	4	5	1	5	9
s021bm221000070201	f	4	2071.jpg	29	pleas	1	9	1	9	1
s021bm221000070201	f	4	fru_1902.JPG	30	fru	6				
s021bm221000070201	f	4	2800.jpg	31	unpl	3	1	1	1	1
s021bm221000070201	f	4	2579.jpg	32	neu	2				
s021bm221000070201	f	4	sug_0014.JPG	33	sug	5	5	1	9	9
s021bm221000070201	f	4	2075.jpg	34	pleas	1	9	1	9	1
s021bm221000070201	f	4	9254.jpg	35	unpl	3	1	1	1	1
s021bm221000070201	f	4	5621.jpg	36	pleas	1				
s021bm221000070201	f	4	veg_0198.JPG	37	veg	7				
s021bm221000070201	f	4	2900.jpg	38	unpl	3				
s021bm221000070201	f	4	2570.jpg	39	neu	2				
s021bm221000070201	f	4	fru_0683.JPG	40	fru	6				
s021bm221000070201	f	4	2390.jpg	41	neu	2				
s021bm221000070201	f	4	fat_0107.JPG	42	fat	4				
s021bm221000070201	f	4	8370.jpg	43	pleas	1				
s021bm221000070201	f	4	2411.jpg	44	neu	2				
s021bm221000070201	f	4	fru_5595.JPG	45	fru	6				
s021bm221000070201	f	4	9421.jpg	46	unpl	3				
s021bm221000070201	f	4	fru_5782.JPG	47	fru	6				
s021bm221000070201	f	4	9530.jpg	48	unpl	3				
s021bm221000070201	f	4	2580.jpg	49	neu	2				
s021bm221000070201	f	4	veg_0125.JPG	50	veg	7				
s021bm221000070201	f	4	8499.jpg	51	pleas	1				
s021bm221000070201	f	4	9423.jpg	52	unpl	3				
s021bm221000070201	f	4	fru_0593.JPG	53	fru	6				
s021bm221000070201	f	4	9520.jpg	54	unpl	3				
s021bm221000070201	f	4	sug_0116.JPG	55	sug	5				
s021bm221000070201	f	4	2045.jpg	56	pleas	1				
s021bm221000070201	f	4	fat_5557.JPG	57	fat	4				
s021bm221000070201	f	4	2745.1.jpg	58	neu	2				
s021bm221000070201	f	4	fat_0012.JPG	59	fat	4				
s021bm221000070201	f	4	2347.jpg	60	pleas	1				
s021bm240899071200	f	4	2038.jpg	1	neu	2	5	1	5	1
s021bm240899071200	f	4	sug_0150.JPG	2	sug	5	9	9	9	9
s021bm240899071200	f	4	2036.jpg	3	neu	2	5	1	5	1
s021bm240899071200	f	4	1710.jpg	4	pleas	1	9	9	5	1
s021bm240899071200	f	4	sug_0099.jpg	5	sug	5	9	7	7	9
s021bm240899071200	f	4	8490.jpg	6	pleas	1	9	1	7	1
s021bm240899071200	f	4	veg_0148.jpg	7	veg	7	5	1	5	1
s021bm240899071200	f	4	2683.jpg	8	unpl	3	1	1	1	1
s021bm240899071200	f	4	2273.jpg	9	neu	2	5	1	5	1
s021bm240899071200	f	4	fat_0118.JPG	10	fat	4	7	3	9	7
s021bm240899071200	f	4	2095.jpg	11	unpl	3	1	1	1	1
s021bm240899071200	f	4	fat_0038.JPG	12	fat	4	9	1	7	9
s021bm240899071200	f	4	8185.jpg	13	pleas	1	9	9	1	1
s021bm240899071200	f	4	veg_0118.JPG	14	veg	7	5	1	9	1
s021bm240899071200	f	4	2393.jpg	15	neu	2	5	1	9	1
s021bm240899071200	f	4	sug_0166.JPG	16	sug	5	9	9	1	9
s021bm240899071200	f	4	2308.jpg	17	neu	2	9	1	7	1
s021bm240899071200	f	4	1722.jpg	18	pleas	1	9	1	1	1
s021bm240899071200	f	4	2703.jpg	19	unpl	3	1	1	1	1
s021bm240899071200	f	4	sug_4009.JPG	20	sug	5	5	1	9	1
s021bm240899071200	f	4	9163.jpg	21	unpl	3	1	1	1	1
s021bm240899071200	f	4	fru_5515.JPG	22	fru	6	9	1	5	9
s021bm240899071200	f	4	2382.jpg	23	neu	2	5	1	5	1
s021bm240899071200	f	4	veg_0109.JPG	24	veg	7	5	1	9	1
s021bm240899071200	f	4	8496.jpg	25	pleas	1	9	1	9	1
s021bm240899071200	f	4	veg_0002.JPG	26	veg	7	5	1	9	1
s021bm240899071200	f	4	9250.jpg	27	unpl	3	1	1	5	1
s021bm240899071200	f	4	fat_0721.JPG	28	fat	4	5	1	7	1
s021bm240899071200	f	4	2071.jpg	29	pleas	1	9	9	1	1
s021bm240899071200	f	4	fru_1902.JPG	30	fru	6	9	5	5	5
s021bm240899071200	f	4	2800.jpg	31	unpl	3	1	1	3	1
s021bm240899071200	f	4	2579.jpg	32	neu	2				
s021bm240899071200	f	4	sug_0014.JPG	33	sug	5	9	9	7	1
s021bm240899071200	f	4	2075.jpg	34	pleas	1	5	1	9	1
s021bm240899071200	f	4	9254.jpg	35	unpl	3	1	1	3	1
s021bm240899071200	f	4	5621.jpg	36	pleas	1	5	1	9	9
s021bm240899071200	f	4	veg_0198.JPG	37	veg	7	5	1	9	1
s021bm240899071200	f	4	2900.jpg	38	unpl	3	5	1	9	1
s021bm240899071200	f	4	2570.jpg	39	neu	2	5	1	7	1
s021bm240899071200	f	4	fru_0683.JPG	40	fru	6	9	9	5	9
s021bm240899071200	f	4	2390.jpg	41	neu	2	5	1	9	1
s021bm240899071200	f	4	fat_0107.JPG	42	fat	4	7	5	5	5
s021bm240899071200	f	4	8370.jpg	43	pleas	1	5	1	5	1
s021bm240899071200	f	4	2411.jpg	44	neu	2	5	1	7	1
s021bm240899071200	f	4	fru_5595.JPG	45	fru	6	7	3	7	5
s021bm240899071200	f	4	9421.jpg	46	unpl	3	3	1	5	1
s021bm240899071200	f	4	fru_5782.JPG	47	fru	6	9	5	7	5
s021bm240899071200	f	4	9530.jpg	48	unpl	3	3	1	3	1
s021bm240899071200	f	4	2580.jpg	49	neu	2	5	1	5	1
s021bm240899071200	f	4	veg_0125.JPG	50	veg	7	5	1	9	1
s021bm240899071200	f	4	8499.jpg	51	pleas	1	9	3	9	1
s021bm240899071200	f	4	9423.jpg	52	unpl	3	1	1	1	1
s021bm240899071200	f	4	fru_0593.JPG	53	fru	6	9	5	5	7
s021bm240899071200	f	4	9520.jpg	54	unpl	3	3	1	5	1
s021bm240899071200	f	4	sug_0116.JPG	55	sug	5				
s021bm240899071200	f	4	2045.jpg	56	pleas	1	9	1	5	1
s021bm240899071200	f	4	fat_5557.JPG	57	fat	4	5	1	9	1
s021bm240899071200	f	4	2745.1.jpg	58	neu	2	5	1	9	1
s021bm240899071200	f	4	fat_0012.JPG	59	fat	4	5	1	9	1
s021bm240899071200	f	4	2347.jpg	60	pleas	1	9	3	5	1
s021bm280600150200	f	4	2038.jpg	1	neu	2	7	9	7	1
s021bm280600150200	f	4	sug_0150.JPG	2	sug	5	9	9	7	9
s021bm280600150200	f	4	2036.jpg	3	neu	2	5	9	7	7
s021bm280600150200	f	4	1710.jpg	4	pleas	1	9	7	7	7
s021bm280600150200	f	4	sug_0099.jpg	5	sug	5	9	9	7	9
s021bm280600150200	f	4	8490.jpg	6	pleas	1	9	9	9	9
s021bm280600150200	f	4	veg_0148.jpg	7	veg	7	9	7	7	1
s021bm280600150200	f	4	2683.jpg	8	unpl	3	9	9	1	1
s021bm280600150200	f	4	2273.jpg	9	neu	2	9	9	7	9
s021bm280600150200	f	4	fat_0118.JPG	10	fat	4	9	7	7	5
s021bm280600150200	f	4	2095.jpg	11	unpl	3	1	1	7	1
s021bm280600150200	f	4	fat_0038.JPG	12	fat	4	9	9	9	9
s021bm280600150200	f	4	8185.jpg	13	pleas	1	9	9	7	9
s021bm280600150200	f	4	veg_0118.JPG	14	veg	7	9	9	9	5
s021bm280600150200	f	4	2393.jpg	15	neu	2	9	9	9	1
s021bm280600150200	f	4	sug_0166.JPG	16	sug	5	9	9	9	9
s021bm280600150200	f	4	2308.jpg	17	neu	2	9	9	9	9
s021bm280600150200	f	4	1722.jpg	18	pleas	1	9	9	9	1
s021bm280600150200	f	4	2703.jpg	19	unpl	3	9	1	7	1
s021bm280600150200	f	4	sug_4009.JPG	20	sug	5	9	9	9	9
s021bm280600150200	f	4	9163.jpg	21	unpl	3	9	9	1	1
s021bm280600150200	f	4	fru_5515.JPG	22	fru	6	9	9	9	1
s021bm280600150200	f	4	2382.jpg	23	neu	2	9	9	9	9
s021bm280600150200	f	4	veg_0109.JPG	24	veg	7	9	1	9	1
s021bm280600150200	f	4	8496.jpg	25	pleas	1				
s021bm280600150200	f	4	veg_0002.JPG	26	veg	7	9	9	9	9
s021bm280600150200	f	4	9250.jpg	27	unpl	3	1	1	7	1
s021bm280600150200	f	4	fat_0721.JPG	28	fat	4	9	9	9	1
s021bm280600150200	f	4	2071.jpg	29	pleas	1	9	9	9	9
s021bm280600150200	f	4	fru_1902.JPG	30	fru	6	9	9	9	9
s021bm280600150200	f	4	2800.jpg	31	unpl	3	1	1	7	1
s021bm280600150200	f	4	2579.jpg	32	neu	2				
s021bm280600150200	f	4	sug_0014.JPG	33	sug	5	9	9	9	9
s021bm280600150200	f	4	2075.jpg	34	pleas	1	9	9	9	9
s021bm280600150200	f	4	9254.jpg	35	unpl	3	9	1	1	1
s021bm280600150200	f	4	5621.jpg	36	pleas	1	9	9	9	9
s021bm280600150200	f	4	veg_0198.JPG	37	veg	7	1	1	9	1
s021bm280600150200	f	4	2900.jpg	38	unpl	3	9	9	1	9
s021bm280600150200	f	4	2570.jpg	39	neu	2	9	9	9	9
s021bm280600150200	f	4	fru_0683.JPG	40	fru	6	9	9	9	9
s021bm280600150200	f	4	2390.jpg	41	neu	2	1	9	9	9
s021bm280600150200	f	4	fat_0107.JPG	42	fat	4	1	9	9	9
s021bm280600150200	f	4	8370.jpg	43	pleas	1	1	9	9	9
s021bm280600150200	f	4	2411.jpg	44	neu	2	1	9	9	9
s021bm280600150200	f	4	fru_5595.JPG	45	fru	6	1	9	9	9
s021bm280600150200	f	4	9421.jpg	46	unpl	3	1	9	1	9
s021bm280600150200	f	4	fru_5782.JPG	47	fru	6	1	9	7	9
s021bm280600150200	f	4	9530.jpg	48	unpl	3	9	9	9	9
s021bm280600150200	f	4	2580.jpg	49	neu	2	1	9	9	9
s021bm280600150200	f	4	veg_0125.JPG	50	veg	7	1	9	9	9
s021bm280600150200	f	4	8499.jpg	51	pleas	1	9	9	9	9
s021bm280600150200	f	4	9423.jpg	52	unpl	3	1	9	9	9
s021bm280600150200	f	4	fru_0593.JPG	53	fru	6	9	9	9	9
s021bm280600150200	f	4	9520.jpg	54	unpl	3	1	9	9	9
s021bm280600150200	f	4	sug_0116.JPG	55	sug	5	9	9	9	9
s021bm280600150200	f	4	2045.jpg	56	pleas	1	9	9	9	9
s021bm280600150200	f	4	fat_5557.JPG	57	fat	4	9	9	9	9
s021bm280600150200	f	4	2745.1.jpg	58	neu	2	9	9	9	9
s021bm280600150200	f	4	fat_0012.JPG	59	fat	4	9	9	7	9
s021bm280600150200	f	4	2347.jpg	60	pleas	1	9	9	9	9
s021bm290500071200	f	4	2038.jpg	1	neu	2	7	5	5	3
s021bm290500071200	f	4	sug_0150.JPG	2	sug	5	7	5	5	8
s021bm290500071200	f	4	2036.jpg	3	neu	2	7	5	5	3
s021bm290500071200	f	4	1710.jpg	4	pleas	1	9	5	6	5
s021bm290500071200	f	4	sug_0099.jpg	5	sug	5	7	4		4
s021bm290500071200	f	4	8490.jpg	6	pleas	1	8	7	5	4
s021bm290500071200	f	4	veg_0148.jpg	7	veg	7	6	4	4	2
s021bm290500071200	f	4	2683.jpg	8	unpl	3	5	4	1	5
s021bm290500071200	f	4	2273.jpg	9	neu	2	4	5	1	5
s021bm290500071200	f	4	fat_0118.JPG	10	fat	4	8	5	5	6
s021bm290500071200	f	4	2095.jpg	11	unpl	3	1	9	1	5
s021bm290500071200	f	4	fat_0038.JPG	12	fat	4	8	6	4	7
s021bm290500071200	f	4	8185.jpg	13	pleas	1	9	7	6	5
s021bm290500071200	f	4	veg_0118.JPG	14	veg	7				
s021bm290500071200	f	4	2393.jpg	15	neu	2	6	4	5	3
s021bm290500071200	f	4	sug_0166.JPG	16	sug	5	6	4	6	4
s021bm290500071200	f	4	2308.jpg	17	neu	2	8	4	5	5
s021bm290500071200	f	4	1722.jpg	18	pleas	1	9	5	5	5
s021bm290500071200	f	4	2703.jpg	19	unpl	3	1	6	1	6
s021bm290500071200	f	4	sug_4009.JPG	20	sug	5	9	9	6	9
s021bm290500071200	f	4	9163.jpg	21	unpl	3	1	6	1	6
s021bm290500071200	f	4	fru_5515.JPG	22	fru	6	8	4	6	6
s021bm290500071200	f	4	2382.jpg	23	neu	2	7	6	4	4
s021bm290500071200	f	4	veg_0109.JPG	24	veg	7	6	4	5	4
s021bm290500071200	f	4	8496.jpg	25	pleas	1	9	6	5	5
s021bm290500071200	f	4	veg_0002.JPG	26	veg	7	6	4	5	4
s021bm290500071200	f	4	9250.jpg	27	unpl	3	1	3	1	5
s021bm290500071200	f	4	fat_0721.JPG	28	fat	4	7	5	5	5
s021bm290500071200	f	4	2071.jpg	29	pleas	1	9	5	6	4
s021bm290500071200	f	4	fru_1902.JPG	30	fru	6	9	5	5	5
s021bm290500071200	f	4	2800.jpg	31	unpl	3	1	9	1	9
s021bm290500071200	f	4	2579.jpg	32	neu	2				
s021bm290500071200	f	4	sug_0014.JPG	33	sug	5	9	6	6	7
s021bm290500071200	f	4	2075.jpg	34	pleas	1	9	6	6	6
s021bm290500071200	f	4	9254.jpg	35	unpl	3	1	8	1	7
s021bm290500071200	f	4	5621.jpg	36	pleas	1	8	9	5	6
s021bm290500071200	f	4	veg_0198.JPG	37	veg	7	5	4	5	4
s021bm290500071200	f	4	2900.jpg	38	unpl	3	2	4	2	4
s021bm290500071200	f	4	2570.jpg	39	neu	2	5	5	5	5
s021bm290500071200	f	4	fru_0683.JPG	40	fru	6	8	6	5	6
s021bm290500071200	f	4	2390.jpg	41	neu	2	7	5	5	5
s021bm290500071200	f	4	fat_0107.JPG	42	fat	4	9	7	5	7
s021bm290500071200	f	4	8370.jpg	43	pleas	1	5	5	5	5
s021bm290500071200	f	4	2411.jpg	44	neu	2	6	4	5	4
s021bm290500071200	f	4	fru_5595.JPG	45	fru	6	7	5	5	5
s021bm290500071200	f	4	9421.jpg	46	unpl	3	4	6	2	4
s021bm290500071200	f	4	fru_5782.JPG	47	fru	6	9	5	5	5
s021bm290500071200	f	4	9530.jpg	48	unpl	3	1	8	1	7
s021bm290500071200	f	4	2580.jpg	49	neu	2	7	5	5	5
s021bm290500071200	f	4	veg_0125.JPG	50	veg	7	6	5	5	5
s021bm290500071200	f	4	8499.jpg	51	pleas	1	7	6	5	4
s021bm290500071200	f	4	9423.jpg	52	unpl	3				
s021bm290500071200	f	4	fru_0593.JPG	53	fru	6	9	5	5	5
s021bm290500071200	f	4	9520.jpg	54	unpl	3	1	6	1	6
s021bm290500071200	f	4	sug_0116.JPG	55	sug	5				
s021bm290500071200	f	4	2045.jpg	56	pleas	1	9	5	8	5
s021bm290500071200	f	4	fat_5557.JPG	57	fat	4	9	8	6	8
s021bm290500071200	f	4	2745.1.jpg	58	neu	2	7	5	5	4
s021bm290500071200	f	4	fat_0012.JPG	59	fat	4	4	3	5	3
s021bm290500071200	f	4	2347.jpg	60	pleas	1	9	5	5	5
s021ch010500201199	m	1	1710.jpg	1	pleas	1	5	3	3	3
s021ch010500201199	m	1	fru_0083.jpg	2	fru	6	5	3	5	7
s021ch010500201199	m	1	2036.jpg	3	neu	2	7	3	7	5
s021ch010500201199	m	1	8490.jpg	4	pleas	1	5	7	9	3
s021ch010500201199	m	1	fat_0037.jpg	5	fat	4	5	3	9	7
s021ch010500201199	m	1	9530.jpg	6	unpl	3	3	7	7	2
s021ch010500201199	m	1	2390.jpg	7	neu	2	6	6	5	6
s021ch010500201199	m	1	fru_0511.jpg	8	fru	6	6	4	5	7
s021ch010500201199	m	1	2683.jpg	9	unpl	3	3	9	3	1
s021ch010500201199	m	1	sug_0135.jpg	10	sug	5	7	6	7	9
s021ch010500201199	m	1	2095.jpg	11	unpl	3	2	7	8	1
s021ch010500201199	m	1	fat_0075.jpg	12	fat	4	7	5	5	7
s021ch010500201199	m	1	2071.jpg	13	pleas	1	5	6	5	5
s021ch010500201199	m	1	2308.jpg	14	neu	2	5	5	9	5
s021ch010500201199	m	1	sug_0141.jpg	15	sug	5	7	5	9	7
s021ch010500201199	m	1	2393.jpg	16	neu	2	5	6	6	5
s021ch010500201199	m	1	1722.jpg	17	pleas	1	7	3	9	5
s021ch010500201199	m	1	2703.jpg	18	unpl	3	3	9	5	1
s021ch010500201199	m	1	fru_0670.JPG	19	fru	6	7	5	7	7
s021ch010500201199	m	1	8499.jpg	20	pleas	1	5	3	7	5
s021ch010500201199	m	1	2745.1.jpg	21	neu	2	5	5	5	7
s021ch010500201199	m	1	fat_6054.jpg	22	fat	4	7	3	5	7
s021ch010500201199	m	1	8185.jpg	23	pleas	1	7	7	5	5
s021ch010500201199	m	1	9163.jpg	24	unpl	3	3	9	6	1
s021ch010500201199	m	1	veg_0114.jpg	25	veg	7	5	5	5	7
s021ch010500201199	m	1	2411.jpg	26	neu	2	5	3	7	3
s021ch010500201199	m	1	sug_0152.jpg	27	sug	5	7	5	7	8
s021ch010500201199	m	1	2800.jpg	28	unpl	3	3	9	7	1
s021ch010500201199	m	1	fru_0289.jpg	29	fru	6	7	3	6	7
s021ch010500201199	m	1	2382.jpg	30	neu	2	7	5	5	4
s021ch010500201199	m	1	9250.jpg	31	unpl	3	3	9	5	1
s021ch010500201199	m	1	veg_0135.jpg	32	veg	7	6	3	5	6
s021ch010500201199	m	1	2038.jpg	33	neu	2	5	5	5	5
s021ch010500201199	m	1	8496.jpg	34	pleas	1	7	3	8	4
s021ch010500201199	m	1	sug_152.jpg	35	sug	5	7	4	5	7
s021ch010500201199	m	1	2900.jpg	36	unpl	3	3	7	5	3
s021ch010500201199	m	1	fru_0495.jpg	37	fru	6	7	5	7	7
s021ch010500201199	m	1	9254.jpg	38	unpl	3	3	5	5	5
s021ch010500201199	m	1	fat_0242.jpg	39	fat	4	5	7	7	1
s021ch010500201199	m	1	8370.jpg	40	pleas	1	8	5	7	3
s021ch010500201199	m	1	veg_0085.jpg	41	veg	7	5	5	7	1
s021ch010500201199	m	1	2570.jpg	42	neu	2	5	5	5	1
s021ch010500201199	m	1	veg_0070.jpg	43	veg	7	5	3	5	1
s021ch010500201199	m	1	2045.jpg	44	pleas	1	5	3		5
s021ch010500201199	m	1	9421.jpg	45	unpl	3	3	5	5	3
s021ch010500201199	m	1	sug_0083.jpg	46	sug	5	7	5	7	7
s021ch010500201199	m	1	fat_6439.jpg	47	fat	4	6	5	5	6
s021ch010500201199	m	1	2075.jpg	48	pleas	1	5	3	7	3
s021ch010500201199	m	1	2580.jpg	49	neu	2	7	5	5	3
s021ch010500201199	m	1	vegofood.jpg	50	veg	7	7	3	7	7
s021ch010500201199	m	1	2579.jpg	51	neu	2	7	3	5	6
s021ch010500201199	m	1	sug_4421.jpg	52	sug	5	7	3	5	7
s021ch010500201199	m	1	5621.jpg	53	pleas	1	7	3	7	5
s021ch010500201199	m	1	fru_0144.jpg	54	fru	6	7	5	5	6
s021ch010500201199	m	1	9423.jpg	55	unpl	3	7	5	4	1
s021ch010500201199	m	1	veg_0455.jpg	56	veg	7	5	5	5	5
s021ch010500201199	m	1	2347.jpg	57	pleas	1	6	3	5	3
s021ch010500201199	m	1	9520.jpg	58	unpl	3	3	5	5	1
s021ch010500201199	m	1	fatfood3.jpg	59	fat	4	7	5	5	7
s021ch010500201199	m	1	2273.jpg	60	neu	2	5	5	5	5
s021ch100399191100	m	1	1710.jpg	1	pleas	1	9	1	5	1
s021ch100399191100	m	1	fru_0083.jpg	2	fru	6	9	1	7	5
s021ch100399191100	m	1	2036.jpg	3	neu	2	5	1	3	1
s021ch100399191100	m	1	8490.jpg	4	pleas	1	9	9	3	1
s021ch100399191100	m	1	fat_0037.jpg	5	fat	4	9	1	9	1
s021ch100399191100	m	1	9530.jpg	6	unpl	3	1	1	1	1
s021ch100399191100	m	1	2390.jpg	7	neu	2	5	7	5	1
s021ch100399191100	m	1	fru_0511.jpg	8	fru	6	9	1	9	1
s021ch100399191100	m	1	2683.jpg	9	unpl	3	1	9	1	1
s021ch100399191100	m	1	sug_0135.jpg	10	sug	5	9	1	5	9
s021ch100399191100	m	1	2095.jpg	11	unpl	3	1	9	1	1
s021ch100399191100	m	1	fat_0075.jpg	12	fat	4	9	1	5	9
s021ch100399191100	m	1	2071.jpg	13	pleas	1	9	1	5	1
s021ch100399191100	m	1	2308.jpg	14	neu	2	7	5	5	1
s021ch100399191100	m	1	sug_0141.jpg	15	sug	5	9	5	9	3
s021ch100399191100	m	1	2393.jpg	16	neu	2	3	1	5	1
s021ch100399191100	m	1	1722.jpg	17	pleas	1	9	7	9	1
s021ch100399191100	m	1	2703.jpg	18	unpl	3	1	5	3	1
s021ch100399191100	m	1	fru_0670.JPG	19	fru	6	9	1	9	1
s021ch100399191100	m	1	8499.jpg	20	pleas	1	9	9	9	1
s021ch100399191100	m	1	2745.1.jpg	21	neu	2	5	1	9	1
s021ch100399191100	m	1	fat_6054.jpg	22	fat	4	9	1	9	1
s021ch100399191100	m	1	8185.jpg	23	pleas	1	9	9	5	1
s021ch100399191100	m	1	9163.jpg	24	unpl	3	1	9	1	1
s021ch100399191100	m	1	veg_0114.jpg	25	veg	7	9	1	9	1
s021ch100399191100	m	1	2411.jpg	26	neu	2	5	1	9	1
s021ch100399191100	m	1	sug_0152.jpg	27	sug	5	9	1	9	1
s021ch100399191100	m	1	2800.jpg	28	unpl	3	1	9	1	1
s021ch100399191100	m	1	fru_0289.jpg	29	fru	6	9	1	9	1
s021ch100399191100	m	1	2382.jpg	30	neu	2	3	1	9	1
s021ch100399191100	m	1	9250.jpg	31	unpl	3	1	9	1	1
s021ch100399191100	m	1	veg_0135.jpg	32	veg	7	9	1	9	1
s021ch100399191100	m	1	2038.jpg	33	neu	2	5	1	9	1
s021ch100399191100	m	1	8496.jpg	34	pleas	1	9	9	5	1
s021ch100399191100	m	1	sug_152.jpg	35	sug	5	9	1	9	1
s021ch100399191100	m	1	2900.jpg	36	unpl	3	1	1	3	1
s021ch100399191100	m	1	fru_0495.jpg	37	fru	6	9	3	9	5
s021ch100399191100	m	1	9254.jpg	38	unpl	3	1	9	1	1
s021ch100399191100	m	1	fat_0242.jpg	39	fat	4	9	9	9	9
s021ch100399191100	m	1	8370.jpg	40	pleas	1	9	9	7	1
s021ch100399191100	m	1	veg_0085.jpg	41	veg	7	9	1	9	1
s021ch100399191100	m	1	2570.jpg	42	neu	2	5	5	9	1
s021ch100399191100	m	1	veg_0070.jpg	43	veg	7	7	3	9	1
s021ch100399191100	m	1	2045.jpg	44	pleas	1	9	1	9	1
s021ch100399191100	m	1	9421.jpg	45	unpl	3	1	9	5	1
s021ch100399191100	m	1	sug_0083.jpg	46	sug	5	9	1	9	1
s021ch100399191100	m	1	fat_6439.jpg	47	fat	4	9	1	9	1
s021ch100399191100	m	1	2075.jpg	48	pleas	1	9	3	7	1
s021ch100399191100	m	1	2580.jpg	49	neu	2	3	3	5	1
s021ch100399191100	m	1	vegofood.jpg	50	veg	7	9	1	9	1
s021ch100399191100	m	1	2579.jpg	51	neu	2	5	3	9	1
